NAME,geoid,DR_COUNT,EM_COUNT,ihProgramDeclared,paProgramDeclared,femaDeclarationString_EM,femaDeclarationString_DR,POPUNI_23,PRED0_E_23,PRED0_M_23,PRED0_PE_23,PRED0_PM_23,PRED12_E_23,PRED12_M_23,PRED12_PE_23,PRED12_PM_23,PRED3_E_23,PRED3_M_23,PRED3_PE_23,PRED3_PM_23,COAST_CTY,PCT3_23,PCT3_LB_23,PCT3_UB_23,PCT3_ST_23,PCT3_ST_LB_23,PCT3_ST_UB_23,HRCN_PCT3_23,HRCN_PCT3_LB_23,HRCN_PCT3_UB_23,POPESTIMATE2024,Total_Pop_E_23,Total_Pop_M_23,HSE_Units_E_23,HSE_Units_M_23,HSE_Occ_E_23,HSE_Occ_M_23,HSE_Occ_PE_23,HSE_Occ_PM_23,Own_E_23,Own_M_23,Own_PE_23,Own_PM_23,Rent_E_23,Rent_M_23,Rent_PE_23,Rent_PM_23,DEP_Ratio_E_23,DEP_Ratio_M_23,HHLD_SSI_E_23,HHLD_SSI_M_23,HHLD_SSI_PE_23,HHLD_SSI_PM_23,HHLD_Cash_Assist_E_23,HHLD_Cash_Assist_M_23,HHLD_Cash_Assist_PE_23,HHLD_Cash_Assist_PM_23,HHLD_SNAP_E_23,HHLD_SNAP_M_23,HHLD_SNAP_PE_23,HHLD_SNAP_PM_23,HHLD_ASSIST_or_SNAP_PE_23,HHLD_ASSIST_or_SNAP_PM_23,Under_18_E_23,Under_18_M_23,Under_18_PE_23,Under_18_PM_23,65_plus_E_23,65_plus_M_23,65_plus_PE_23,65_plus_PM_23,Disability_E_23,Disability_M_23,Disability_PE_23,Disability_PM_23,ENG_LVW_E_23,ENG_LVW_M_23,ENG_LVW_PE_23,ENG_LVW_PM_23,RURAL_POP_DEC_2020,TOTAL_POP_DEC_2020,HOUSEHOLDS_DEC_2020,MULTIGEN_DEC_2020,ALAND,RURAL_POP_P_DEC_2020,MULTIGEN_P_DEC_2020,POP_DENSITY_DEC_2020,RURAL_POP_PF_DEC_2020,SAEMHI_PT_23,SAEMHI_MOE_23,SAEPOVALL_PT_23,SAEPOVALL_MOE_23,SAEPOVRTALL_PT_23,SAEPOVRTALL_MOE_23,SAEPOVU_ALL_23,UNEMP_PE_M01_24,UNEMP_M01_24,LABOR_FORCE_M01_24,UNEMP_PE_M02_24,UNEMP_M02_24,LABOR_FORCE_M02_24,UNEMP_PE_M03_24,UNEMP_M03_24,LABOR_FORCE_M03_24,UNEMP_PE_M04_24,UNEMP_M04_24,LABOR_FORCE_M04_24,UNEMP_PE_M05_24,UNEMP_M05_24,LABOR_FORCE_M05_24,UNEMP_PE_M06_24,UNEMP_M06_24,LABOR_FORCE_M06_24,UNEMP_PE_M07_24,UNEMP_M07_24,LABOR_FORCE_M07_24,UNEMP_PE_M08_24,UNEMP_M08_24,LABOR_FORCE_M08_24,UNEMP_PE_M09_24,UNEMP_M09_24,LABOR_FORCE_M09_24,UNEMP_PE_M10_24,UNEMP_M10_24,LABOR_FORCE_M10_24,UNEMP_PE_M11_24,UNEMP_M11_24,LABOR_FORCE_M11_24,UNEMP_PE_M12_24,UNEMP_M12_24,LABOR_FORCE_M12_24,UNEMP_PE_M01_25,UNEMP_M01_25,LABOR_FORCE_M01_25,UNEMP_PE_M02_25,UNEMP_M02_25,LABOR_FORCE_M02_25,UNEMP_PE_M03_25,UNEMP_M03_25,LABOR_FORCE_M03_25,UNEMP_PE_M04_25,UNEMP_M04_25,LABOR_FORCE_M04_25,UNEMP_PE_M05_25,UNEMP_M05_25,LABOR_FORCE_M05_25,UNEMP_PE_M06_25,UNEMP_M06_25,LABOR_FORCE_M06_25,HSE_Occ_PF_23,Own_PF_23,Rent_PF_23,PRED0_PF_23,PRED12_PF_23,PRED3_PF_23,DEP_Ratio_F_23,HHLD_SSI_PF_23,HHLD_Cash_Assist_PF_23,HHLD_SNAP_PF_23,HHLD_ASSIST_or_SNAP_PF_23,Under_18_PF_23,65_plus_PF_23,Disability_PF_23,ENG_LVW_PF_23,MAX_OUTAGE,total_customers,Run Start Time,MAX_OUTAGE_RUN_START_TIME,MAX_PERCENTAGE_OUT,Wind_Swath_Mode,Wind_Swath_Max,totPrecip,femaDeclarationString_IA,incidentType,disasterNumber,damagedStateAbbreviation,utilitiesOut,accessFunctionalNeeds,destroyed,validReg,ihpReferral,haReferral,onaReferral,ihpEligible,haEligible,onaEligible,habitabilityRepairsRequired,haMax,ihOwners,haEligibleOwners,onaEligibleOwners,haMaxOwners,validReg_Prop,haEligible_Prop,onaEligible_Prop,ihOwners_P,haEligible_Owners_P,onaEligible_Owners_P,haMax_Owners_P
"Chilton County, Alabama",01021,0,1,0,1,EM-3618-AL,None,46275,16579,2093,35.83,4.52,19220,2211,41.53,4.78,10476,1905,22.64,4.12,No,51.31,25.12,75.12,19.4,5.97,50.74,-888888888,-888888888,-888888888,47262,45500,-555555555,19702,34,17554,415,89.1,2.1,13487,575,76.8,2.4,4067,410,23.2,2.4,69.5,1.3,1179,241,6.7,1.4,430,154,2.4,0.9,2434,392,13.9,2.2,14.6,2.1,10966,63,24.1,0.1,7686,203,16.9,0.4,8617,766,19.1,1.7,2334,366,5.5,0.9,38507,45014,17302,902,1794443235,85.5,5.2,64.97,2,59165,3584,7026,1539,15.3,3.3,45971,2.7,540,19858,2.9,570,19910,2.6,526,19938,2.1,425,19944,2.2,439,19982,3,612,20152,3.2,660,20361,3.3,677,20220,2.8,569,20112,2.9,583,20195,2.8,572,20135,2.8,572,20179,3.2,634,20076,3.2,644,20183,3.2,657,20238,2.5,505,20383,2.6,516,20233,2.8,569,20321,0,1,-1,0,0,0,1,1,0,0,0,1,0,1,-1,201,26653,2024-09-28 04:15:00+00:00,2024-09-28 04:15:00+00:00,0.8,-888888888,-888888888,0.4,None,None,None,None,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888
"Choctaw County, Alabama",01023,0,1,0,1,EM-3618-AL,None,12252,2800,692,22.85,5.65,6091,757,49.71,6.18,3361,702,27.43,5.73,No,80.62,45.73,93.12,61.19,16.42,85.07,-888888888,-888888888,-888888888,12052,12525,-555555555,7164,19,5174,261,72.2,3.6,4254,259,82.2,3.8,920,210,17.8,3.8,77.6,1.1,451,103,8.7,2.1,90,55,1.7,1,861,162,16.6,2.9,17.7,3,2492,45,19.9,0.4,2982,29,23.8,0.2,2900,282,23.4,2.3,31,31,0.3,0.3,12665,12665,5675,252,2365900084,100,4.4,13.86,3,47432,5835,3017,597,24.8,4.9,12163,4.8,205,4249,4.5,187,4180,4,169,4236,3.5,145,4199,3.4,142,4133,4.9,206,4203,4.9,205,4213,5.1,212,4177,4.8,204,4243,4.8,203,4250,4.7,198,4222,4.7,202,4314,5.2,220,4250,5.3,225,4230,5.1,214,4174,4.6,190,4159,4.3,177,4084,4.5,185,4113,-1,1,-1,-1,0,1,1,1,0,1,1,-1,1,1,-1,26,6865,2024-09-28 13:15:00+00:00,2024-09-28 13:15:00+00:00,0.4,-888888888,-888888888,0.1,None,None,None,None,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888
"Clarke County, Alabama",01025,0,1,0,1,EM-3618-AL,None,22262,7291,1136,32.75,5.1,9155,1242,41.12,5.58,5816,1150,26.13,5.17,No,74.09,40.52,89.65,41.79,13.43,77.6,-888888888,-888888888,-888888888,22142,22802,-555555555,11727,30,8452,367,72.1,3.1,5994,351,70.9,3.6,2458,346,29.1,3.6,73.4,0.7,936,247,11.1,2.9,87,58,1,0.7,1902,280,22.5,3.1,22.5,3.1,4950,30,21.7,0.1,4702,41,20.6,0.2,4529,445,20.1,2,55,46,0.3,0.2,23087,23087,9662,529,3207494083,100,5.5,18.64,3,50868,5895,4174,1043,19,4.7,21971,5.9,502,8527,5.2,437,8367,4.4,369,8294,3.7,306,8299,3.7,306,8246,5.4,456,8395,5.7,482,8418,5.8,488,8383,5.5,460,8385,5.4,459,8443,5.7,476,8410,6,515,8560,6.3,532,8431,5.7,475,8311,5.6,471,8377,4.4,369,8397,4.3,358,8277,4.9,408,8378,-1,1,-1,0,0,1,1,1,-1,1,1,-1,1,1,-1,381,23269,2024-09-28 13:15:00+00:00,2024-09-28 13:15:00+00:00,1.6,-888888888,-888888888,0,None,None,None,None,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888
"Clay County, Alabama",01027,0,1,0,1,EM-3618-AL,None,14024,3667,898,26.15,6.4,6094,958,43.45,6.83,4263,855,30.4,6.1,No,89.81,62.27,96.65,73.13,32.83,92.53,-888888888,-888888888,-888888888,14239,14188,-555555555,7072,24,5765,262,81.5,3.7,4479,249,77.7,3.5,1286,220,22.3,3.5,70,1.4,327,98,5.7,1.6,338,130,5.9,2.2,818,167,14.2,2.7,14.6,2.8,2932,23,20.7,0.2,2910,62,20.5,0.4,2735,358,19.7,2.6,90,51,0.7,0.4,14236,14236,5926,232,1564255426,100,3.9,23.57,3,52077,6239,2337,500,16.9,3.6,13824,2.9,172,5859,3.2,191,5899,2.9,169,5900,2.2,127,5863,2.4,142,5897,3.3,194,5919,3.4,201,5965,3.2,192,5921,2.9,174,5934,3.1,187,5984,3.1,186,5952,3.3,200,5975,3.6,216,5979,3.5,211,6011,3.4,202,5960,2.8,168,6010,2.9,177,6003,3,179,5970,-1,1,-1,-1,0,1,1,0,1,0,0,-1,1,1,-1,2361,9054,2024-09-27 11:45:00+00:00,2024-09-27 11:45:00+00:00,26.1,-888888888,-888888888,2.8,None,None,None,None,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888
"Cleburne County, Alabama",01029,0,1,0,1,EM-3618-AL,None,15563,4975,988,31.97,6.35,6161,1030,39.59,6.62,4427,875,28.45,5.62,No,84.34,53.43,94.27,65.67,22.39,88.05,-888888888,-888888888,-888888888,15905,15254,-555555555,6853,21,5849,215,85.3,3.1,4682,242,80,3.5,1167,220,20,3.5,73.1,3.4,296,115,5.1,1.9,120,75,2.1,1.3,888,196,15.2,3.3,15.4,3.4,3327,39,21.8,0.3,3117,163,20.4,1.1,3091,354,20.6,2.3,72,43,0.5,0.3,15056,15056,6054,258,1450669160,100,4.3,26.88,3,59526,7378,2432,516,15.8,3.3,15419,2.9,180,6306,3.1,194,6271,2.6,163,6292,2,127,6357,2.1,134,6305,3,194,6377,3.2,210,6485,3.1,203,6471,2.7,174,6507,2.9,191,6548,3.1,201,6528,3,198,6598,3.3,216,6574,3.2,213,6561,3.2,206,6510,2.4,157,6535,2.6,169,6477,2.7,177,6516,-1,1,-1,0,0,1,1,0,0,1,0,-1,1,1,-1,266,9678,2024-09-27 18:15:00+00:00,2024-09-27 18:15:00+00:00,2.7,-888888888,-888888888,4.2,None,None,None,None,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888
"Coffee County, Alabama",01031,0,1,0,1,EM-3618-AL,None,55342,17700,2303,31.98,4.16,24758,2402,44.74,4.34,12884,2009,23.28,3.63,No,56.67,32.19,75.82,20.89,7.46,52.23,54.79,32.87,77.39,56358,54231,-555555555,24399,61,20860,435,85.5,1.8,14442,502,69.2,2.1,6418,460,30.8,2.1,70,0.2,1169,197,5.6,0.9,215,81,1,0.4,2562,286,12.3,1.3,12.6,1.3,13045,37,24.1,0.1,9277,26,17.1,0.1,9305,546,17.9,1.1,1767,353,3.5,0.7,25412,53465,21263,903,1758565928,47.5,4.2,78.74,1,64737,5735,9055,1245,16.5,2.3,54853,2.9,682,23507,3.1,722,23486,2.9,675,23602,2.5,580,23663,2.5,593,23758,3.2,766,23713,3.4,804,23867,3.5,827,23820,3.1,725,23688,3.1,746,23765,3.3,791,23722,3.5,831,23862,3.4,801,23683,3.4,817,23751,3.3,801,23990,2.7,645,24247,2.7,647,24096,3,717,24115,-1,1,-1,0,0,0,1,0,-1,0,0,1,1,1,-1,198,26919,2024-09-27 07:30:00+00:00,2024-09-27 07:30:00+00:00,0.7,34,34,2.3,None,None,None,None,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888
"Colbert County, Alabama",01033,0,1,0,1,EM-3618-AL,None,58341,20556,2749,35.23,4.71,23273,2815,39.89,4.83,14512,2320,24.87,3.98,No,67.34,40.52,83.1,29.85,11.94,65.67,-888888888,-888888888,-888888888,58785,57648,-555555555,27887,38,24217,489,86.8,1.8,17146,666,70.8,2.3,7071,578,29.2,2.3,70.9,0.5,1633,339,6.7,1.4,165,91,0.7,0.4,3841,464,15.9,1.9,16.3,2,12311,59,21.4,0.1,11600,84,20.1,0.1,10286,685,18,1.2,509,180,0.9,0.3,23060,57227,24425,890,1535740663,40.3,3.6,96.51,1,57770,4842,8912,1609,15.4,2.8,57886,3.7,943,25298,3.4,877,25423,2.9,750,25725,2.5,654,25763,2.5,642,25727,3.4,875,25719,3.7,959,25929,3.8,990,25961,3.2,828,26043,3.4,896,26270,3.4,887,26237,3.6,951,26319,3.9,1027,26101,3.8,1006,26307,3.5,939,26519,3,807,26791,3.2,850,26738,3.5,940,26519,-1,1,-1,0,0,1,1,1,-1,1,1,-1,1,1,-1,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,1.1,None,None,None,None,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888
"Conecuh County, Alabama",01035,0,1,0,1,EM-3618-AL,None,11122,2892,621,26,5.58,4692,689,42.19,6.19,3538,647,31.81,5.82,No,92.99,71.72,97.38,85.07,44.77,94.02,-888888888,-888888888,-888888888,11109,11411,-555555555,6444,18,4528,265,70.3,4.1,3393,286,74.9,5,1135,247,25.1,5,80.2,0.9,601,210,13.3,4.5,141,100,3.1,2.2,771,176,17,3.7,17.4,3.7,2305,5,20.2,0.1,2774,34,24.3,0.3,2310,300,20.4,2.6,51,41,0.5,0.4,11597,11597,5066,253,2202213383,100,5,13.64,3,46702,3387,2920,603,26.5,5.5,11014,4.2,167,3941,4.4,171,3897,3.7,145,3897,3,117,3902,3.3,129,3893,4.9,194,3953,4.6,186,4012,4.9,196,4002,4.2,166,3959,4.2,169,3983,4.5,177,3972,4.6,184,4020,4.9,192,3950,4.7,185,3921,4.9,192,3918,3.7,147,3952,3.8,149,3899,4.6,181,3963,-1,1,-1,-1,0,1,1,1,0,1,1,-1,1,1,-1,4,10875,2024-09-27 21:45:00+00:00,2024-09-27 21:45:00+00:00,0,-888888888,-888888888,1.1,None,None,None,None,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888
"Coosa County, Alabama",01037,0,1,0,1,EM-3618-AL,None,10022,2395,705,23.9,7.03,5137,765,51.26,7.63,2490,701,24.85,6.99,No,67.18,20.96,90.86,28.36,4.48,80.59,-888888888,-888888888,-888888888,10291,10323,-555555555,6042,21,4201,203,69.5,3.3,3416,213,81.3,3.3,785,145,18.7,3.3,71.4,1.1,325,125,7.7,2.9,29,29,0.7,0.7,573,170,13.6,3.9,13.8,3.9,1742,40,16.9,0.4,2558,22,24.8,0.2,2549,351,25.6,3.5,58,32,0.6,0.3,10387,10387,4451,215,1685846963,100,4.8,15.96,3,59736,4512,1809,437,18.2,4.4,9943,3.5,150,4341,3.2,141,4340,3,132,4354,2.3,100,4380,2.3,103,4386,3.3,144,4420,4,174,4391,3.6,157,4391,3.3,145,4383,3.5,156,4400,3.9,169,4378,4,177,4393,3.9,171,4338,3.9,171,4374,3.8,168,4414,3.1,136,4446,3,132,4421,3.2,142,4417,-1,1,-1,-1,0,0,1,0,-1,0,0,-1,1,1,-1,463,8272,2024-09-27 08:45:00+00:00,2024-09-27 08:45:00+00:00,5.6,-888888888,-888888888,1.3,None,None,None,None,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888
"Covington County, Alabama",01039,0,1,0,1,EM-3618-AL,None,37790,10660,1536,28.21,4.06,16408,1634,43.42,4.32,10722,1452,28.37,3.84,No,83.96,63.73,91.5,64.17,32.83,82.08,83.9,65.06,94.51,37748,37647,-555555555,18676,33,14495,307,77.6,1.6,10975,360,75.7,2.2,3520,349,24.3,2.2,78.6,0.3,741,173,5.1,1.2,247,83,1.7,0.6,1994,279,13.8,1.9,14.5,1.9,8319,9,22.1,0.1,8248,37,21.9,0.1,7638,631,20.5,1.7,188,105,0.5,0.3,25854,37570,15515,641,2669165560,68.8,4.1,36.46,2,50119,5162,6204,1356,16.7,3.6,37260,3.6,548,15136,3.6,538,14889,3.2,475,15074,2.6,387,15002,2.7,397,14833,3.6,541,15028,3.7,557,15215,3.8,573,15032,3.2,489,15212,3.3,510,15263,3.4,512,15137,3.3,508,15254,3.7,560,15044,3.7,551,14912,3.5,536,15194,2.8,431,15377,2.9,446,15166,3.1,483,15372,-1,1,-1,-1,0,1,1,0,-1,1,0,0,1,1,-1,99,22644,2024-09-27 01:45:00+00:00,2024-09-27 01:45:00+00:00,0.4,-888888888,-888888888,1.2,None,None,None,None,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888
"Crenshaw County, Alabama",01041,0,1,0,1,EM-3618-AL,None,13101,3488,768,26.62,5.86,5618,824,42.88,6.29,3995,743,30.49,5.67,No,90.04,65.64,96.4,74.62,35.82,92.53,-888888888,-888888888,-888888888,13114,13144,-555555555,6562,31,5075,176,77.3,2.7,3766,187,74.2,3.2,1309,175,25.8,3.2,75,2,483,142,9.5,2.7,133,80,2.6,1.6,934,143,18.4,2.7,19.5,2.8,3016,75,22.9,0.6,2618,58,19.9,0.4,2297,264,17.8,2,188,69,1.5,0.6,13194,13194,5680,212,1576952763,100,3.7,21.67,3,49128,5868,2520,548,19.5,4.2,12925,3.6,198,5563,3.5,189,5336,3.2,173,5376,3.2,174,5468,2.7,146,5393,3.7,202,5531,3.8,215,5611,3.9,214,5531,3.1,176,5612,3.3,187,5598,3.6,201,5530,3.5,198,5601,3.8,209,5437,4,217,5378,3.7,202,5417,2.9,158,5496,3,161,5405,3.2,179,5509,-1,1,-1,-1,0,1,1,1,0,1,1,1,1,1,-1,166,8634,2024-09-27 16:30:00+00:00,2024-09-27 16:30:00+00:00,1.9,-888888888,-888888888,2,None,None,None,None,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888
"Cullman County, Alabama",01043,0,1,0,1,EM-3618-AL,None,91723,30295,3303,33.03,3.6,38076,3454,41.51,3.77,23352,2948,25.46,3.21,No,70.94,49.61,82.5,37.31,19.4,64.17,-888888888,-888888888,-888888888,92604,89463,-555555555,39538,58,34543,607,87.4,1.5,26376,724,76.4,1.8,8167,655,23.6,1.8,70.8,0.3,1858,237,5.4,0.7,354,105,1,0.3,3571,467,10.3,1.3,10.8,1.3,20132,-555555555,22.5,-555555555,16944,98,18.9,0.1,15841,940,17.9,1.1,1294,253,1.5,0.3,66426,87866,34723,1459,1902985237,75.6,4.2,119.59,2,61231,6464,14081,2106,15.5,2.3,90780,2.7,1060,39138,2.9,1116,39129,2.5,979,39349,2.1,812,39497,2.1,825,39837,2.8,1116,40002,3,1191,40119,3.2,1279,39884,2.8,1113,39900,2.9,1160,40024,2.9,1169,39915,2.9,1147,40037,3,1192,39641,3.1,1231,39733,3.1,1250,40059,2.4,973,40445,2.5,1001,40318,2.7,1090,40367,-1,1,-1,0,0,1,1,0,-1,-1,-1,1,1,1,-1,1079,52668,2024-10-03 22:30:00+00:00,2024-10-03 22:30:00+00:00,2,-888888888,-888888888,1.8,None,None,None,None,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888
"Dale County, Alabama",01045,0,1,0,1,EM-3618-AL,None,49797,15870,1975,31.87,3.97,20486,2121,41.14,4.26,13441,1861,26.99,3.74,No,78.35,55.94,88.38,53.73,25.37,76.11,79.79,56.84,91.09,50067,49516,-555555555,22910,42,19769,356,86.3,1.6,12127,460,61.3,1.9,7642,395,38.7,1.9,70.1,0.6,1830,317,9.3,1.6,425,127,2.1,0.7,3463,353,17.5,1.8,18.3,1.8,11518,45,23.3,0.1,8892,103,18,0.2,9522,611,20.3,1.3,1167,319,2.5,0.7,24886,49326,20159,823,1453276164,50.5,4.1,87.91,2,54697,4665,8124,1308,16.6,2.7,49012,3.8,712,18914,3.7,706,18892,3.3,618,18955,2.7,504,18905,2.7,513,18871,3.6,679,19041,3.8,717,19086,3.8,726,19042,3.5,672,19039,3.7,703,19100,3.5,663,18959,3.7,704,19065,4,754,19044,4,760,19091,3.8,740,19315,3.1,595,19418,3.1,599,19263,3.4,651,19322,-1,-1,1,0,0,1,1,1,0,1,1,1,1,1,-1,94,30829,2024-09-27 01:15:00+00:00,2024-09-27 01:15:00+00:00,0.3,34,34,4.5,None,None,None,None,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888
"Dallas County, Alabama",01047,0,1,0,1,EM-3618-AL,None,36057,8339,1805,23.13,5.01,15879,2028,44.04,5.62,11839,1904,32.83,5.28,No,94.84,78.33,97.64,88.05,56.71,95.51,-888888888,-888888888,-888888888,35545,37536,-555555555,18949,43,15416,426,81.4,2.3,9406,528,61,3.2,6010,546,39,3.2,77.3,0.6,2587,340,16.8,2.2,1855,391,12,2.5,5012,453,32.5,2.9,34.1,3.1,8946,82,23.8,0.2,7423,79,19.8,0.2,7628,653,20.5,1.8,233,121,0.7,0.3,17255,38462,16037,1043,2534919602,44.9,6.5,39.3,1,39013,4772,11197,1981,31.4,5.5,35703,6,867,14346,5.9,852,14439,5,720,14357,4.1,588,14491,4.1,581,14330,6,869,14595,6.1,890,14541,5.9,858,14577,5.4,792,14577,5.6,817,14695,5.7,834,14613,5.7,833,14664,6.1,878,14485,5.8,841,14520,5.6,813,14485,4.7,688,14615,4.6,668,14414,5.1,732,14456,-1,-1,1,-1,0,1,1,1,1,1,1,1,1,1,-1,295,27799,2024-09-27 20:30:00+00:00,2024-09-27 20:30:00+00:00,1.1,-888888888,-888888888,0.2,None,None,None,None,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888
"DeKalb County, Alabama",01049,0,1,0,1,EM-3618-AL,None,72286,21169,2549,29.29,3.53,32832,2715,45.42,3.76,18285,2346,25.3,3.25,No,69.97,48.34,82.12,35.82,17.91,64.17,-888888888,-888888888,-888888888,73122,71946,-555555555,30853,62,25946,462,84.1,1.5,19916,513,76.8,1.9,6030,546,23.2,1.9,71.3,0.6,1585,258,6.1,1,330,120,1.3,0.5,4216,434,16.2,1.6,16.6,1.6,17442,30,24.2,0.1,12507,140,17.4,0.2,11333,737,15.9,1,4188,458,6.2,0.7,63228,71608,27145,1263,2012620263,88.3,4.7,92.15,2,50614,5965,15494,1749,21.6,2.4,71604,2.8,877,31816,2.8,900,31705,2.5,791,31726,2.1,659,32071,2.2,688,31968,2.8,912,32437,3.1,1017,33131,3.1,1015,32389,2.7,884,32625,2.8,912,32771,2.8,928,32658,2.8,934,32851,3,991,32531,3.1,1022,32587,3.1,1020,32601,2.4,787,32923,2.4,787,32670,2.6,872,33037,-1,1,-1,-1,0,1,1,0,-1,1,1,1,1,1,-1,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,3.5,None,None,None,None,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888
"Elmore County, Alabama",01051,0,1,0,1,EM-3618-AL,None,85513,32756,3253,38.31,3.8,33996,3417,39.76,4,18761,2945,21.94,3.44,No,46.11,24.87,68.57,13.43,4.48,40.29,-888888888,-888888888,-888888888,91042,88669,-555555555,37085,73,32529,559,87.7,1.5,25003,696,76.9,2,7526,701,23.1,2,60.7,0.4,1537,267,4.7,0.8,554,238,1.7,0.7,3513,528,10.8,1.6,11.1,1.6,19255,94,21.7,0.1,14244,97,16.1,0.1,12920,758,15.4,0.9,1072,292,1.3,0.3,62672,87977,32567,1581,1601959016,71.2,4.9,142.24,2,73125,6105,10562,2071,12.5,2.4,84803,2.6,1098,42154,2.6,1119,42251,2.3,983,42533,1.9,809,42565,2,851,42525,2.7,1164,42688,2.9,1234,42841,2.9,1262,42859,2.7,1161,42864,2.7,1172,42842,2.8,1193,42895,2.7,1143,42851,2.8,1213,42948,2.9,1239,43326,2.8,1226,43450,2.2,966,43682,2.3,985,43461,2.5,1080,43417,-1,1,-1,0,-1,0,-1,0,-1,0,-1,-1,-1,1,-1,654,47037,2024-09-27 07:30:00+00:00,2024-09-27 07:30:00+00:00,1.4,-888888888,-888888888,2,None,None,None,None,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888
